questId,title,detail,category,type
860,旗艦「由良」、抜錨！,出撃任務：旗艦に「由良改二」、随伴艦に二駆「村雨」「夕立」「春雨」「五月雨」及び「秋月」から<br>二隻以上を配備した第一艦隊を展開、東部オリョール海及び南方海域前面の敵戦力を撃滅せよ！,8,4
666,精鋭「瑞雲」隊の編成,秘書艦「日向改」の四番スロットに改修max「瑞雲(六三四空)」を搭載して、ドラム缶(輸送用)x2を廃棄。<br>さらに「九九式艦爆」x2「瑞雲」x2を用意せよ！　※新飛行隊を編成する「熟練搭乗員」が必要です。,6,4
426,海上通商航路の警戒を厳とせよ！,遠征任務：遠征任務「警備任務」「対潜警戒任務」「海上護衛任務」「強行偵察任務」<br>を実施し、敵の通商破壊部隊を制圧、海上通商航路の安全を確保せよ！,4,5
667,民生産業への協力を継続せよ！,"工廠任務：軍需物資を放出し、民生産業への協力を継続する。「機銃」系装備x10を廃棄、鉄鋼15,000を<br>準備せよ！※任務達成後、準備した資源は消費します。「特注家具職人」と「勲章」の獲得選択が可能。",6,4
668,新型戦闘糧食の試作,料理任務：手軽に食事をとることができて、なおかつ美味しく腹にがっつりたまる新型の戦闘糧食を<br>開発する。「戦闘糧食」x2と燃料800及びボーキサイト150を用意せよ！油入れ送気開始！調理始め！,6,4
861,強行輸送艦隊、抜錨！,航路護衛任務：航空戦艦(または補給艦でも可)2隻を中核とした艦隊で、鎮守府近海航路における<br>輸送船団護衛作戦を実施。同輸送護衛作戦を2回成功させよ！,8,5
862,前線の航空偵察を実施せよ！,偵察任務：水上機母艦1隻と軽巡2隻を中核とした偵察艦隊を、中部海域グアノ環礁沖海域に展開、<br>航空偵察作戦「K作戦」を反復実施せよ！さらに同方面の敵艦隊を捕捉、敵戦力の撃破に努めよ！,8,5
184,精鋭「第二二駆逐隊」を再編成せよ！,編成任務：「文月改二」「皐月改二」「水無月改」「長月改」の精強駆逐艦4隻の編成による<br>精鋭第二二駆逐隊を再編成せよ！,1,4
863,精鋭「第二二駆逐隊」出撃せよ！,出撃任務：再編した精鋭「第二二駆逐隊」を含む精強な水雷戦隊で北方海域キス島沖に出撃、<br>キス島撤退作戦を完全成功させよ！,8,4
185,精強「任務部隊」を編成せよ！,編成任務：第一艦隊旗艦に「Saratoga Mk.II」または同「Mod.2」を配備、随伴艦に<br>軽巡洋艦1隻、駆逐艦2隻以上を配した夜間作戦可能な機動部隊を新編せよ！,1,4
316,輸送部隊の練度向上に努めよ！,演習任務：輸送部隊の練度向上を図る！本日中に演習で4回以上「勝利」せよ！,3,4
864,精強大型航空母艦、抜錨！,出撃任務：「Saratoga Mk.II」または同「Mod.2」を旗艦とした「任務部隊」で、南方海域サーモン海域<br>北方及び中部海域MS諸島沖に展開、同海域敵戦力を捕捉撃滅、「MS諸島防衛戦」を成功させよ！,8,4
669,夜戦型艦上戦闘機の開発,"練度&改修maxの「F6F-3」を秘書艦一番スロットに搭載、 「13号対空電探」x2 「22号対水上電探」x2<br>を廃棄、開発資材x30、改修資材x6、ボーキサイト5,000、「新型航空兵装資材」x1を準備せよ！",6,4
671,夜間作戦型艦上攻撃機の開発,"「TBF」を秘書艦一番スロットに搭載、「13号対空電探」x2「22号対水上電探」x2廃棄、開発資材x40<br>改修資材x10、弾薬5,000、ボーキサイト8,000、「新型航空兵装資材」x1、「熟練搭乗員」を用意せよ！",6,4
865,夜間作戦空母、前線に出撃せよ！,出撃任務：「Saratoga Mk.II」を旗艦とした第一艦隊を KW環礁沖海域に展開、敵機動部隊を迎撃！<br>「空母機動部隊迎撃戦」を見事成功させよ！　夜戦作戦空母、抜錨！　前線に出撃せよ！,8,4
670,夜戦型艦上戦闘機の性能強化,"練度&改修maxの「F6F-5」を秘書艦一番スロットに搭載、 「13号対空電探」x2 「22号対水上電探」x2<br>を廃棄、開発資材x40、改修資材x8、ボーキサイト6,000、「新型航空兵装資材」x1を準備せよ！",6,4
866,秋刀魚漁：「秋刀魚」を収獲する所存です！,秋刀魚漁支援：近海、北方海域、中部海域の秋刀魚漁漁場に展開、秋刀魚漁支援ですね？了解です！<br>漁場に遊弋する敵艦隊を撃破、秋刀魚漁を支援して、「秋刀魚」を四尾入手します！お任せください！,8,4
867,秋刀魚漁：漁を全力で支援する覚悟です！,秋刀魚漁支援：漁場の安全を確保して「秋刀魚」を12尾確保ですね？少し大変そうですが、了解です！<br>あまり乱獲しては不漁になってしまいますね！適切に漁場を休ませつつ、海域も変えてみましょう！,8,4
868,秋刀魚漁：どーんっ！揚げ揚げで大漁です！,秋刀魚漁支援：どーん！秋刀魚漁の総仕上げもアゲアゲでまいりましょう！そうです、揚げ揚げです！<br>漁場の深海棲艦を制圧して安全を確保、不漁なんてどーんとはねかえしていきましょう！いっけぇー！,8,4
869,補給線の安全を確保せよ！,軽巡クラスの艦隊旗艦と2隻以上の駆逐艦または海防艦を中核とした警戒艦隊を編成、同艦隊で<br>鎮守府海域(製油所地帯沿岸/南西諸島防衛線/鎮守府近海)の警戒と補給線安全確保にあたれ！,8,4
427,遠征「補給」支援体制を強化せよ！,遠征補給支援体制の強化：鋼材800を用意し、遠征任務「兵站強化任務」を実施。<br>同遠征任務を成功させ、艦隊遠征時における「補給」支援体制の拡充に努めよ！,4,4
428,近海に侵入する敵潜を制圧せよ！,敵潜制圧任務：遠征任務「対潜警戒任務」「海峡警備行動」「長時間対潜警戒」を<br>それぞれ複数回実施し、近海に潜り込む敵潜部隊を制圧、我が領海から叩き出せ！,4,5
870,「第八駆逐隊」、南西へ！,第八駆逐隊任務：「第八駆逐隊」を含む艦隊で、鎮守府海域南西諸島沖、及び南西諸島海域バシー島沖に<br>展開！同海域に跳梁する敵艦隊戦力を捕捉、これを撃滅せよ！,8,4
186,最精鋭「第八駆逐隊」を編成せよ！,精鋭駆逐隊編成任務：「朝潮改二」「大潮改二」「荒潮改二」「満潮改二」の<br>最精鋭朝潮型駆逐艦4隻による新編「第八駆逐隊」の編成を完了せよ！,1,4
429,「捷一号作戦」、発動準備！,捷一号作戦準備任務：遠征任務「警備任務」「兵站強化任務」及び「南西方面航空偵察作戦」<br>を実施。これを無事完遂し、南西方面での作戦準備にあたれ！,4,4
187,「西村艦隊」第二戦隊随伴部隊、集結せよ！,捷一号作戦準備任務：第一遊撃部隊第三部隊の中核となる第二戦隊の随伴艦を編成する。<br>各艦隊から艦艇を抽出、第三艦隊に「最上」「時雨」「満潮」「朝雲」「山雲」を配備せよ！,1,4
871,最精鋭「第八駆逐隊」、全力出撃！,第八駆逐隊任務：最精鋭「第八駆逐隊」を中核戦力とした艦隊を編成、北方海域キス島沖、及び<br>南方海域サーモン海域に突入！同海域の敵艦隊を撃滅、第八駆逐隊による完全勝利を刻め！,8,4
672,「遊撃部隊」艦隊司令部の創設,"遊撃部隊任務：「遊撃部隊 艦隊司令部」を創設する。「艦隊司令部施設」を秘書艦一番スロットに搭載、 <br>電探系装備x3を廃棄、開発資材x10、鋼材x2,000、そして「戦闘詳報」x2を準備せよ！",6,4
872,「捷一号作戦」兵站補給線を確保せよ！,捷号作戦後方任務：有力な艦隊を編成し、作戦第二海域、台湾沖/ルソン島沖に展開、同海域付近で<br>我が後方兵站線攻撃を図る敵艦隊を捕捉、これを複数回撃破、同制海権を確保せよ。,8,4
188,「西村艦隊」完全編成、出撃準備！,第一遊撃部隊(1YB)任務：1YB第三部隊の完全編成を行う！【第三艦隊(第三部隊)】に、<br>「山城」「扶桑」「最上」「満潮」「朝雲」「山雲」「時雨」を配備、「西村艦隊」を編成せよ！,1,4
673,装備開発力の整備,工廠整備任務：装備開発力を整備する。「小口径主砲」系装備x4を廃棄せよ！,6,1
873,北方海域警備を実施せよ！,北方海域警備任務：北方海域の警備を実施する。軽巡を1隻以上含む艦隊で、北方海域モーレイ海、<br>キス島沖、アルフォンシーノ方面に艦隊を展開、北方海域方面の警備と制海権確保に努めよ！,8,5
674,工廠環境の整備,工廠整備任務：工廠環境の重整備を実施する。「機銃」系装備x3を廃棄、鋼材300を準備せよ！<br>※任務達成後、準備した資源は消費します。,6,1
675,運用装備の統合整備,運用装備統合任務：装備の統合整備を実施する。「艦上戦闘機」系装備x6、「機銃」系装備x4を廃棄、<br>ボーキサイト800を準備(本任務は時局により更新されます)。　※任務達成後、準備資源を消費します。,6,5
874,北方海域戦闘哨戒を実施せよ！,北方海域戦闘哨戒任務：北方AL海域に軽空母と水上機母艦及び軽巡を基幹戦力とした精鋭艦隊を投入。<br>北方戦闘哨戒を反復実施、同方面の敵増援部隊主力を捕捉、これを撃滅し、北方海域戦線を防衛せよ！,8,4
317,甲型駆逐艦の戦力整備計画,甲型駆逐艦整備任務：甲型駆逐艦【夕雲型/陽炎型】を2隻以上配備した第一艦隊で演習で3回「勝利」、<br>その後、同艦隊を南西諸島海域に投入。各出撃で得られた戦訓を艦隊型駆逐艦戦力整備に活用せよ！,3,4
676,装備開発力の集中整備,"工廠環境の集中整備を実施する！「中口径主砲」系装備x3、「副砲」系装備x3、「ドラム缶(輸送用)」x1<br>を廃棄、鋼材2,400を準備せよ！　※任務達成後、準備した資源は消費します。",6,2
875,精鋭「三一駆」、鉄底海域に突入せよ！,強行東京急行任務：精鋭「三一駆」第一小隊を護衛戦力とした突入艦隊を編成、南方サーモン海域に投入。<br>鉄底海峡に突入し、同海域に展開する敵艦艇を実力で排除、強行鼠輸送作戦を反復完遂せよ！,8,5
801,謹賀新年！「水雷戦隊」出撃始め！,新春特別任務：軽巡を旗艦とした水雷戦隊を鎮守府海域南西諸島沖及び南西諸島防衛線に展開！<br>両作戦海域において敵艦隊を邀撃、新年の暁に勝利を刻みなさい！二〇一八、水雷戦隊…抜錨ッ！,8,4
802,新春「伊良湖」のお手伝い！,新春特別任務：謹賀新年…提督、おめでとうございます！新春からお手伝い、ありがとうございます！<br>水上機母艦または巡洋艦級旗艦で、バシー島沖及び東部オリョール海に反復出撃、お願いします！,8,4
803,護衛始め！「海上護衛隊」なお正月！,新春特別任務：駆逐艦及び海防艦で編成された海上護衛隊(軽空母1隻配備可能)を編成、<br>鎮守府近海において近海対潜哨戒及び輸送船団護衛作戦を実施、各3回以上成功させよ！,8,4
804,迎春！「空母機動部隊」全力出撃！,新春特別任務：旗艦に航空母艦、護衛駆逐艦2隻以上を擁する機動部隊でサーモン海域北方に展開！<br>反復出撃によって、同艦域の敵戦力を撃破せよ！精鋭「空母機動部隊」、新春の海に抜錨せよ！,8,4
189,精鋭「四水戦」抜錨準備！,四水戦(4Sd)特別編成：「村雨改二」旗艦と精鋭四水戦「由良改二」「夕立改二」「春雨改」「五月雨改」<br>「秋月改」より3隻、さらに主力艦2隻を配備した、有力な特務艦隊を編成、南方海域出撃に備えよ！,1,4
318,給糧艦「伊良湖」の支援,伊良湖支援任務：軽巡を2隻以上配備した第一艦隊で本日中に演習で3回「勝利」、その後、<br>第一艦隊旗艦に戦闘糧食を二つ装備せよ！　※任務達成後、同戦闘糧食は消費します,3,3
677,継戦支援能力の整備,"艦娘の継戦支援体制の整備強化を実施する！「大口径主砲」系装備x4、「水上偵察機」系装備x2、<br>「魚雷」系装備x3を廃棄、鋼材3,600を準備せよ！　※任務達成後、準備した資源は消費します。",6,2
876,松輸送作戦、開始せよ！,防衛ラインの強化のため、艦隊旗艦「龍田改二」または「龍田改」、3隻以上の駆逐艦または海防艦を<br>含む輸送護衛艦隊を編成、南西諸島防衛線及び鎮守府近海航路における作戦を複数回成功させよ！,8,4
877,精鋭「四水戦」、南方海域に展開せよ！,「村雨改二」旗艦含む精鋭四水戦(4Sd)より4隻(他主力艦2隻)計6隻の精鋭艦隊を南方海域に展開。<br>南方海域前面、サブ島沖海域、サーモン海域に突入、同南方海域方面の敵艦隊を撃破せよ！,8,4
190,精鋭「第二一駆逐隊」、抜錨準備！,精鋭駆逐隊編成任務：捷一号作戦を支援する。同決戦正面の基地航空への資材輸送任務のため、<br>「若葉改」「初春改二」「初霜改二」を含む3～4隻の精鋭「第二一駆逐隊」の編成を完了せよ！,1,4
679,対空兵装の拡充,対空兵装の整備拡充を実施する！「中口径主砲」系装備x6、「副砲」系装備x3を廃棄、<br>ボーキサイト900を準備せよ！　※任務達成後、準備した資源は消費します。,6,4
879,新編「四航戦」、全力出撃！,航空戦艦「伊勢改」「日向改」及び軽巡「大淀改」と1隻以上の駆逐艦を含む新編第四航空戦隊を編成、<br>鎮守府近海航路、沖ノ島沖及び北方AL海域戦闘哨戒、カレー洋リランカ島沖の作戦に投入せよ！,8,4
878,松輸送作戦、継続実施せよ！,艦隊旗艦に軽巡級または駆逐艦、さらに3隻以上の駆逐艦または海防艦を含む輸送護衛艦隊を編成、<br>防衛ラインの強化のため、南西諸島防衛線及び鎮守府近海航路における作戦を継続的に成功させよ！,8,4
319,精鋭「第二一駆」、猛特訓！,駆逐隊演習任務：精鋭「第二一駆逐隊」3隻を含む艦隊を編成。作戦に先立ち、猛特訓を開始する！<br>同艦隊で、本日中に演習で4回勝利せよ！,3,4
678,主力艦上戦闘機の更新,"艦上戦闘機「九六式艦戦」x3、「零式艦戦21型」x5を廃棄。秘書艦の一番及び二番装備スロットに<br>「零式艦戦52型」を装備。ボーキサイト4,000を準備せよ。※任務達成後、準備資源は消費します。",6,5
320,駆逐隊、特訓始め！,駆逐隊演習任務：駆逐艦4隻で編成される駆逐隊。この駆逐隊を含む艦隊を編成。<br>特訓を開始する！同艦隊で本日中に演習にて4回以上勝利せよ！,3,4
680,対空兵装の整備拡充,"対空兵装の整備拡充を継続実施する！「機銃」系装備x4、「電探」系装備x4を廃棄、<br>ボーキサイト1,500を準備せよ！　※任務達成後、準備した資源は消費します。",6,5
191,改装「第十七駆逐隊」、再編始め！,改装駆逐隊編成任務：改装した陽炎型駆逐艦「浦風改」「谷風改」、そして対空戦闘の激化に備え、<br>対空兵装を軸に大幅強化改装した「磯風乙改」「浜風乙改」による「第十七駆逐隊」を再編せよ！,1,4
880,精鋭駆逐隊、獅子奮迅！,十分な装備と練度を誇る駆逐艦4隻からなる精鋭駆逐隊を含む艦隊を編成。鎮守府近海航路、<br>東部オリョール海、北方キス島沖、西方カレー洋に投入、各戦線の作戦展開を成功させよ！,8,4
192,精鋭「第十八駆逐隊」を編成せよ！,精鋭駆逐隊編成任務：「霰改二」「霞改二/改二乙」「陽炎改」「不知火改」4隻による<br>精鋭「第十八駆逐隊」を編成せよ！,1,4
881,「十八駆」、北方海域キス島へ！,精鋭「第十八駆逐隊」を投入し、北方海域キス島撤退作戦を実施する！<br>同作戦に反復出動し、キス島撤退作戦を完全成功させよ！,8,4
681,五周年任務【壱：工廠】,五周年任務：艦隊五周年特別任務群を開始する！同任務群は全五任務で構成。まずは工廠の整理から！<br>「小口径主砲」系装備x5 及び「中口径主砲」系装備x5 を廃棄、工廠環境の向上と整理整頓を実施せよ！,6,4
882,五周年任務【弐：鎮守府海域警戒】,五周年任務：軽巡クラスを旗艦に配備、駆逐艦または海防艦3隻以上を含む五周年艦隊で、鎮守府海域<br>(同正面海域/南西諸島沖/製油所地帯沿岸/南西諸島防衛線/鎮守府近海)の警戒防衛任務にあたれ！,8,4
706,五周年任務【参：近代化改修】,五周年任務：鉄鋼555及びボーキサイト555を準備して、任意の海防艦の近代化改修を[駆逐艦]x5隻<br>同時使用により2回成功させよ！※任務達成後、準備した資源は消費します。,7,4
321,五周年任務【肆：演習】,五周年任務：駆逐艦または海防艦2隻以上を含む五隻の特別編成の艦隊を編成！<br>この五周年特別艦隊で、本日中に演習で4回以上勝利せよ！,3,4
883,五周年任務【伍：五周年艦隊出撃！】,五周年任務：軽巡クラス１隻、駆逐艦または海防艦2隻以上を含む五周年艦隊で、1)南西諸島海域全作戦<br>2)南方サブ島沖海域及びサーモン海域北方  3)中部海域KW環礁沖海域  いずれかの作戦を成功させよ！,8,4
505,主計科任務【おにぎりを作る！】,主計科任務：回収した「お米」炊いて、「おにぎり」を作ろう。<br>海の上で食う握り飯は……美味いぞ！,5,4
506,主計科任務【おにぎりを振舞おう！】,主計科任務：「お米」一杯炊いて、「おにぎり」を新たに3回作るかも。<br>工廠の皆に差し入れで振舞いたいかも！　※任務達成後、作った戦闘糧食は消費します。,5,4
507,主計科任務【高級おにぎりを作る！】,主計科任務：美味しい「お米」と「梅干」と「海苔」で、「高級おにぎり」を作りましょう。<br>いい食材で、丁寧に作った握り飯は……美味しい！提督、美味しいです！,5,4
509,主計科任務【お茶漬けを作る！】,主計科任務：「お米」と「梅干」と「海苔」、そして良い「お茶」で、「お茶漬け」を作りましょう。<br>さらさら～っと食べれるお茶漬けは、夜食にも、飲みの後の〆の一杯としても最高ですね！,5,4
508,主計科任務【差し入れ！高級おにぎり】,主計科任務：そうだ、提督、いいこと考えました！この美味しい「高級おにぎり」を一杯作って<br>空技廠の皆さんに差し入れしましょう！ね、加賀さん！(※高級おにぎりを後2回作りましょう),5,4
512,主計科任務【和定食膳を作って完食！】,主計科任務：いよいよ主計課任務もクライマックスです。食材を総動員して「和定食膳」を作りましょう！<br>美味いけど量がたりない…という娘達のために、「おにぎり」も追加で3つ作りましょう！完食です！,5,4
511,主計科任務【海苔巻きを作ろう！】,主計科任務：「秋刀魚の缶詰」の備蓄なんか無いよ！……大丈夫！航空弁当用に海苔巻きの材料<br>「お米」x12と「海苔」x6を集めれば、航空弁当用に主計課が「秋刀魚の缶詰」と交換してくれます！,5,4
510,主計科任務【お茶漬け、夜食にどうぞ！】,主計科任務：いつもお世話になってる、大よ…任務娘さんや、あ…アイテム屋さんに、たまには<br>お夜食で美味しいお茶漬けを差し入れしましょう！そうしましょう！(お茶漬けを２回作りますね、ね?),5,4
513,主計科拡張任務【日の丸弁当、量産！】,大量の美味しい「お米」、そして「梅干」を使って、美味しい日の丸弁当を量産、明石さんの工廠に差し<br>入れです！「お茶」も淹れるのです！秘書駆逐艦の第1スロに噴進砲、二式爆雷も装備…なのです！,5,4
193,最精鋭甲型駆逐艦、集結せよ！,甲型駆逐隊編成任務：「陽炎改二」「不知火改二」「黒潮改二」を集中配備、さらに練度70以上の<br>甲型駆逐艦【陽炎型/夕雲型駆逐艦】を3隻集中配備、精鋭艦隊型駆逐隊を編成せよ！,1,4
324,戦闘航空母艦一番艦、演習始め！,改装航空戦艦(戦闘航空母艦)演習任務：旗艦「伊勢改二」、随伴艦に駆逐艦2隻以上を配した航空戦隊<br>を編成。新改装艦の慣熟も兼ねた同航空戦隊の演習で、本日中に3回以上勝利せよ！,3,4
682,「海防艦」整備計画,大型艦兵装を整理削減、警備及び海上護衛用小艦艇「海防艦」を整備する。「中口径主砲」系装備x4、<br>「大口径主砲」系装備x4を廃棄し、燃料500を準備せよ！　※任務達成後、準備資源は消費します。,6,4
322,海防艦、演習始め！,海防艦演習任務：海防艦を旗艦に配備し、随伴艦に駆逐艦2隻以上を配した演習艦隊を編成。<br>本演習艦隊で、本日中に演習で2回以上勝利せよ！,3,4
430,「海防艦」、進発せよ！,海上護衛任務：遠征任務「兵站強化任務」「海峡警備行動」「海上護衛任務」「タンカー護衛任務」<br>を海防艦、駆逐艦などを主軸とした護衛艦艇で実施せよ！,4,4
323,最精鋭甲型駆逐艦、特訓始め！,甲型駆逐隊演習任務：練度70以上の甲型駆逐艦【陽炎型/夕雲型】駆逐艦4隻で編成される駆逐隊。<br>この精鋭駆逐隊を含む艦隊を編成。演習を開始する！同艦隊で本日中に演習にて4回以上勝利せよ！,3,4
885,戦闘航空母艦、出撃せよ！,改装航空戦艦(戦闘航空母艦)一番艦、旗艦「伊勢改二」を中核とした航空火力打撃艦隊を編成、<br>北方AL海域戦闘哨戒、カレー洋リランカ島沖及びピーコック島沖の作戦に投入、敵を撃滅せよ！,8,4
886,「伊勢改二」、敵機動部隊を迎撃せよ！,旗艦「伊勢改二」随伴駆逐艦2隻の航空戦隊を基幹とする艦隊をKW環礁沖空母機動部隊迎撃戦に投入！<br>同反復出撃によって、同方面に来襲する敵機動部隊を迎撃、完全撃滅せよ！　「伊勢改二」、抜錨！,8,4
683,航空戦艦用強化型新主砲の研究,"秘書艦「伊勢改二」一番スロに「試製41cm三連装砲」改修max搭載、「41cm連装砲」x3 「22号対水上電探」x2を廃棄、開発資材x40、高速建造材x50、鋼材4,500、新型砲熕兵装資材x2を準備せよ！",6,4
884,最精鋭甲型駆逐艦、突入！敵中突破！,「黒潮改二」「不知火改二」「陽炎改二」のいずれかを旗艦、他2隻の練度75以上の甲型駆逐艦を配備した<br>計6隻艦隊で西方カレー洋、北方キス島沖、南方サブ島沖海域に複数回突入、各作戦を完全成功させよ！,8,4
684,精鋭「航空戦艦」彗星隊の編成,精鋭彗星隊編成：旗艦「伊勢改二」第三装備スロに「彗星二二型(六三四空)」搭載、熟練搭乗員、開発資材x30、新型航空兵装資材を用意、「九九艦爆」「彗星」各x3廃棄、ボーキサイト一定量確保せよ！,6,4
194,精鋭「第十八戦隊」を再編成せよ！,旧式小型軽巡部隊の改装再編成：改天龍型軽巡「天龍改二」及び「龍田改二」の2隻で<br>構成される精鋭「第十八戦隊」を再編成せよ！,1,4
325,改夕雲型、演習始め！,改夕雲型演習任務：改夕雲型駆逐艦「夕雲改二」「長波改二」の精鋭駆逐艦2隻を含む艦隊を編成。<br>改夕雲型駆逐隊の慣熟演習を開始する！同艦隊で本日中に演習にて4回以上勝利せよ！,3,4
685,駆逐艦主砲兵装の戦時改修,旗艦特型駆逐艦の第一スロに「12.7cm連装砲A型改二」改修maxを装備、 「10cm連装高角砲」x4<br> 「94式高射装置」x1を廃棄、開発資材x30、鋼材900、新型砲熕兵装資材x1を準備せよ！,6,4
889,精鋭「二七駆」第一小隊、出撃せよ！,「白露改二」及び「時雨改二」から成る精鋭駆逐隊「二七駆」第一小隊を含む有力な艦隊を編成、<br>東部オリョール海、ジャム島攻略作戦、サーモン海域北方、KW環礁沖海域に出撃、敵を撃滅せよ！,8,4
888,新編成「三川艦隊」、鉄底海峡に突入せよ！,鉄底海峡戦果拡張：「鳥海」「青葉」「衣笠」「加古」「古鷹」「天龍」「夕張」の中から4隻を含む突入<br>艦隊を編成。南方海域前面及びサブ島沖海域、サーモン海域に突入、敵艦隊を撃滅せよ！,8,5
887,精鋭「第十八戦隊」、展開せよ！,精鋭「第十八戦隊」随伴駆逐艦2隻を含む艦隊を、鎮守府海域に展開。同南西諸島沖海域、南西諸島<br>防衛線、鎮守府近海、鎮守府近海航路の各作戦を完全成功させよ！改装軽巡「天龍」「龍田」、出撃！,8,4
686,戦時改修A型高角砲の量産,旗艦特型駆逐艦の第一スロに「12.7cm連装砲A型改二」改修maxを装備、 「10cm連装高角砲」x4<br> 「94式高射装置」x1を廃棄、開発資材x30、鋼材900、新型砲熕兵装資材x1を再び準備せよ！,6,5
687,駆逐艦主砲兵装の戦時改修【II】,旗艦「夕立改二」または「時雨改二」第一スロに「12.7cm連装砲B型改二」改修max装備、 「10cm連装<br>高角砲」x5及び「94式高射装置」x1廃棄、開発資材x50、鋼材1200、新型砲熕兵装資材x1を準備せよ！,6,4
890,精鋭「四戦隊」第二小隊、抜錨せよ！,「摩耶改二」及び「鳥海改二」から成る精鋭「第四戦隊」第二小隊を含む有力な艦隊を編成、南西<br>諸島防衛線、東部オリョール海、アルフォンシーノ方面、カレー洋リランカ島沖に出撃、敵を撃滅せよ！,8,4
327,朝潮型集合！特訓始め！,朝潮型演習任務：朝潮型駆逐艦4隻による駆逐隊を含む艦隊を編成。<br>同艦隊で本日中に演習にて4回以上勝利せよ！朝潮型駆逐艦、前へ！,3,4
326,夏季大演習,夏季大演習：夏季期間の一日中に「演習」で8回以上「勝利」をおさめ、艦隊の練度向上に努めよ！<br>暑さに負けるな！　艦隊、抜錨！,3,4
290,秋刀魚漁：今秋の「秋刀魚」も上々ね！,秋刀魚漁：今秋の「秋刀魚」も上々ね！秋刀魚漁の漁場に展開、「秋刀魚」を三尾入手、ですね。<br>出撃しましょう！近海、北方海域、中部海域のどこかに秋刀魚漁に適した漁場があるようです！,2,4
291,秋刀魚漁：大切な漁場、ここは譲れません！,秋刀魚漁：なるほど…。漁場の安全を確保して「秋刀魚」を十尾確保すればいいのね。了解。<br>暫く同じ海域で乱獲していると獲れにくくなる…か。ふ、問題ありません。海域を変えましょう。,2,4
292,秋刀魚漁：大漁ですね…助かります。,秋刀魚漁：提督と皆さんのおかげで今秋もこんなに新鮮な「秋刀魚」を確保できました。<br>本当にありがとうございます。もうひと踏ん張りだけお願いしてもいいですか？すみません。,2,4
688,航空戦力の強化,"航空戦力強化任務：「艦戦」「艦爆」「艦攻」「水偵」を各3装備ずつ廃棄、さらに熟練搭乗員x1、及び<br>ボーキサイト1,800を準備せよ！(任務達成後、熟練搭乗員x1及びボーキサイト1,800は消滅します)",6,5
298,「第七駆逐隊」、南西諸島を駆ける！,「曙」「潮」「漣」「朧」から成る「第七駆逐隊」2隻以上を含む有力な艦隊を編成、南西諸島近海、<br>バシー海峡、東部オリョール海、沖ノ島海域の敵戦力を撃滅、南西諸島海域の制海権を確保せよ！,2,4
195,精強「第十七駆逐隊」を編成せよ！,改装甲型駆逐隊編成任務：対空兵装を軸に大幅強化改装した「磯風乙改」「浜風乙改」、そして<br>対潜兵装を改装強化した「浦風丁改」「谷風丁改」による、精強「第十七駆逐隊」4隻を編成せよ！,1,4
891,精強「十七駆」、北へ、南へ！,改装甲型駆逐艦「磯風乙改」「浜風乙改」「浦風丁改」「谷風丁改」4隻の精強「十七駆」を含む艦隊で<br>鎮守府近海、キス島沖、ブルネイ泊地沖、南方海域前面に出撃、敵戦力と交戦、これを撃破せよ！,8,4
